site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
GUAT 04JAN08 2004.0192 53012 1252 4  -90.5  -2174 -0.732936   1613669  0.155830  1519  0.860223  0.0000 0.001011 0.000818 0.003685 -0.002514  0.013966 -0.004156  14.5904041440  -90.5201829079  1519.86022
GUAT 04JAN09 2004.0219 53013 1252 5  -90.5  -2174 -0.728652   1613669  0.157195  1519  0.868787  0.0000 0.000951 0.000754 0.003475 -0.025098 -0.025666 -0.012099  14.5904041563  -90.5201828683  1519.86879
GUAT 04JAN10 2004.0246 53014 1252 6  -90.5  -2174 -0.730131   1613669  0.157729  1519  0.866226  0.0000 0.000955 0.000796 0.003667  0.002388 -0.011136  0.008764  14.5904041611  -90.5201828822  1519.86623
GUAT 04JAN11 2004.0274 53015 1253 0  -90.5  -2174 -0.729736   1613669  0.153796  1519  0.862164  0.0000 0.000964 0.000773 0.003510  0.003697  0.007660 -0.018575  14.5904041255  -90.5201828787  1519.86216
GUAT 04JAN12 2004.0301 53016 1253 1  -90.5  -2174 -0.728897   1613669  0.156872  1519  0.866667  0.0000 0.000926 0.000768 0.003485 -0.014636 -0.024777  0.005538  14.5904041532  -90.5201828710  1519.86667
GUAT 04JAN13 2004.0329 53017 1253 2  -90.5  -2174 -0.737267   1613669  0.147976  1519  0.867458  0.0000 0.000904 0.000755 0.003364 -0.008070 -0.054350 -0.020840  14.5904040728  -90.5201829489  1519.86746
GUAT 04JAN14 2004.0356 53018 1253 3  -90.5  -2174 -0.729497   1613669  0.151024  1519  0.869411  0.0000 0.000920 0.000771 0.003352 -0.034630 -0.022347 -0.031439  14.5904041003  -90.5201828769  1519.86941
GUAT 04JAN15 2004.0383 53019 1253 4  -90.5  -2174 -0.729078   1613669  0.157259  1519  0.864652  0.0000 0.000908 0.000751 0.003410 -0.011467 -0.056719  0.002537  14.5904041566  -90.5201828732  1519.86465
GUAT 04JAN16 2004.0411 53020 1253 5  -90.5  -2174 -0.728272   1613669  0.159152  1519  0.876504  0.0000 0.002176 0.002479 0.011862  0.041060 -0.346832 -0.206332  14.5904041737  -90.5201828659  1519.87650
GUAT 04JAN19 2004.0493 53023 1254 1  -90.5  -2174 -0.727029   1613669  0.149393  1519  0.862778  0.0000 0.003682 0.002709 0.011396  0.100046 -0.016621  0.093344  14.5904040853  -90.5201828548  1519.86278
GUAT 04JAN20 2004.0520 53024 1254 2  -90.5  -2174 -0.724922   1613669  0.157180  1519  0.860992  0.0000 0.000921 0.000789 0.003487 -0.017498 -0.015687  0.002873  14.5904041557  -90.5201828354  1519.86099
GUAT 04JAN21 2004.0548 53025 1254 3  -90.5  -2174 -0.725044   1613669  0.162299  1519  0.873631  0.0000 0.000909 0.000756 0.003472  0.026585 -0.094650  0.014721  14.5904042019  -90.5201828367  1519.87363
GUAT 04JAN22 2004.0575 53026 1254 4  -90.5  -2174 -0.730255   1613669  0.158433  1519  0.871582  0.0000 0.000921 0.000775 0.003668  0.025008 -0.118226  0.007455  14.5904041669  -90.5201828853  1519.87158
GUAT 04JAN23 2004.0602 53027 1254 5  -90.5  -2174 -0.729016   1613669  0.156778  1519  0.866591  0.0000 0.000891 0.000734 0.003431  0.000529 -0.058274 -0.053915  14.5904041519  -90.5201828739  1519.86659
GUAT 04JAN24 2004.0630 53028 1254 6  -90.5  -2174 -0.731371   1613669  0.154238  1519  0.868679  0.0000 0.000932 0.000739 0.003444  0.012107 -0.083704 -0.077519  14.5904041289  -90.5201828959  1519.86868
GUAT 04JAN25 2004.0657 53029 1255 0  -90.5  -2174 -0.735302   1613669  0.150585  1519  0.877150  0.0000 0.000945 0.000823 0.003575 -0.013921 -0.099938  0.101711  14.5904040959  -90.5201829326  1519.87715
GUAT 04JAN26 2004.0684 53030 1255 1  -90.5  -2174 -0.732108   1613669  0.156037  1519  0.870628  0.0000 0.000913 0.000758 0.003359 -0.034777 -0.052207 -0.031821  14.5904041451  -90.5201829031  1519.87063
GUAT 04JAN27 2004.0712 53031 1255 2  -90.5  -2174 -0.733602   1613669  0.155982  1519  0.866095  0.0000 0.000943 0.000771 0.003542 -0.010248 -0.044400 -0.029277  14.5904041445  -90.5201829171  1519.86610
GUAT 04JAN28 2004.0739 53032 1255 3  -90.5  -2174 -0.730740   1613669  0.154281  1519  0.864637  0.0000 0.000929 0.000756 0.003418  0.031568 -0.062439 -0.014959  14.5904041291  -90.5201828907  1519.86464
GUAT 04JAN29 2004.0767 53033 1255 4  -90.5  -2174 -0.731561   1613669  0.154826  1519  0.878650  0.0000 0.000922 0.000762 0.003466 -0.019630  0.013173 -0.019370  14.5904041340  -90.5201828985  1519.87865
GUAT 04JAN30 2004.0794 53034 1255 5  -90.5  -2174 -0.729368   1613669  0.158272  1519  0.878624  0.0000 0.000880 0.000737 0.003251  0.016529 -0.061553 -0.029007  14.5904041651  -90.5201828783  1519.87862
GUAT 04JAN31 2004.0821 53035 1255 6  -90.5  -2174 -0.725418   1613669  0.159126  1519  0.859935  0.0000 0.000898 0.000742 0.003367 -0.026064 -0.000888 -0.065804  14.5904041728  -90.5201828418  1519.85993
GUAT 04FEB01 2004.0849 53036 1256 0  -90.5  -2174 -0.728153   1613669  0.159195  1519  0.865497  0.0000 0.000890 0.000732 0.003271 -0.021398 -0.007461 -0.014276  14.5904041734  -90.5201828674  1519.86550
GUAT 04FEB02 2004.0876 53037 1256 1  -90.5  -2174 -0.728127   1613669  0.156043  1519  0.871411  0.0000 0.000924 0.000749 0.003528 -0.023527 -0.041496 -0.097827  14.5904041448  -90.5201828673  1519.87141
GUAT 04FEB03 2004.0903 53038 1256 2  -90.5  -2174 -0.728871   1613669  0.156012  1519  0.867154  0.0000 0.000891 0.000760 0.003423 -0.036723  0.014110 -0.008121  14.5904041445  -90.5201828743  1519.86715
GUAT 04FEB04 2004.0931 53039 1256 3  -90.5  -2174 -0.727169   1613669  0.160861  1519  0.868110  0.0000 0.000917 0.000760 0.003438 -0.020184 -0.025597  0.037461  14.5904041883  -90.5201828587  1519.86811
GUAT 04FEB05 2004.0958 53040 1256 4  -90.5  -2174 -0.728431   1613669  0.161457  1519  0.874475  0.0000 0.000919 0.000736 0.003403 -0.011721 -0.030811 -0.083905  14.5904041936  -90.5201828706  1519.87447
GUAT 04FEB06 2004.0986 53041 1256 5  -90.5  -2174 -0.730953   1613669  0.153647  1519  0.857490  0.0000 0.003345 0.003064 0.013688 -0.328628  0.399963  0.071717  14.5904041230  -90.5201828942  1519.85749
GUAT 04FEB09 2004.1068 53044 1257 1  -90.5  -2174 -0.729070   1613669  0.157088  1519  0.855705  0.0000 0.001714 0.001506 0.007282  0.075285 -0.160256 -0.195105  14.5904041540  -90.5201828772  1519.85570
GUAT 04FEB10 2004.1095 53045 1257 2  -90.5  -2174 -0.729751   1613669  0.156327  1519  0.867000  0.0000 0.000934 0.000753 0.003549 -0.033791 -0.004950 -0.104564  14.5904041471  -90.5201828836  1519.86700
GUAT 04FEB11 2004.1123 53046 1257 3  -90.5  -2174 -0.728668   1613669  0.155884  1519  0.867449  0.0000 0.000911 0.000746 0.003372  0.027682 -0.039317 -0.046727  14.5904041430  -90.5201828737  1519.86745
GUAT 04FEB12 2004.1150 53047 1257 4  -90.5  -2174 -0.728018   1613669  0.157285  1519  0.862082  0.0000 0.000934 0.000787 0.003580  0.007029  0.023000  0.002353  14.5904041556  -90.5201828679  1519.86208
GUAT 04FEB13 2004.1177 53048 1257 5  -90.5  -2174 -0.730310   1613669  0.156472  1519  0.869670  0.0000 0.000933 0.000775 0.003605 -0.025827 -0.030718 -0.040996  14.5904041482  -90.5201828893  1519.86967
GUAT 04FEB14 2004.1205 53049 1257 6  -90.5  -2174 -0.730362   1613669  0.157009  1519  0.876026  0.0000 0.000932 0.000786 0.003547 -0.022333 -0.007606 -0.009155  14.5904041531  -90.5201828900  1519.87603
GUAT 04FEB15 2004.1232 53050 1258 0  -90.5  -2174 -0.728633   1613669  0.158561  1519  0.877156  0.0000 0.000963 0.000791 0.003603 -0.049070  0.007656 -0.068342  14.5904041670  -90.5201828741  1519.87716
GUAT 04FEB16 2004.1259 53051 1258 1  -90.5  -2174 -0.731288   1613669  0.156786  1519  0.868584  0.0000 0.000949 0.000777 0.003581  0.005276 -0.054078 -0.064878  14.5904041510  -90.5201828989  1519.86858
GUAT 04FEB17 2004.1287 53052 1258 2  -90.5  -2174 -0.730231   1613669  0.155735  1519  0.867990  0.0000 0.000917 0.000758 0.003407  0.015007 -0.061055 -0.024701  14.5904041414  -90.5201828892  1519.86799
GUAT 04FEB18 2004.1314 53053 1258 3  -90.5  -2174 -0.731657   1613669  0.152876  1519  0.868237  0.0000 0.000915 0.000748 0.003392  0.006035 -0.013600 -0.057204  14.5904041155  -90.5201829026  1519.86824
GUAT 04FEB19 2004.1342 53054 1258 4  -90.5  -2174 -0.728341   1613669  0.155303  1519  0.875110  0.0000 0.000922 0.000758 0.003403 -0.031719 -0.014463 -0.043381  14.5904041374  -90.5201828720  1519.87511
GUAT 04FEB20 2004.1369 53055 1258 5  -90.5  -2174 -0.729483   1613669  0.156374  1519  0.875897  0.0000 0.000903 0.000761 0.003366 -0.035549  0.018546 -0.053617  14.5904041471  -90.5201828828  1519.87590
GUAT 04FEB21 2004.1396 53056 1258 6  -90.5  -2174 -0.726318   1613669  0.157390  1519  0.877902  0.0000 0.000920 0.000736 0.003450 -0.020408 -0.018989 -0.068662  14.5904041562  -90.5201828535  1519.87790
GUAT 04FEB22 2004.1424 53057 1259 0  -90.5  -2174 -0.730150   1613669  0.155249  1519  0.870473  0.0000 0.000940 0.000746 0.003531 -0.006853 -0.023451 -0.017556  14.5904041368  -90.5201828893  1519.87047
GUAT 04FEB23 2004.1451 53058 1259 1  -90.5  -2174 -0.728811   1613669  0.155814  1519  0.870761  0.0000 0.000902 0.000741 0.003403  0.027380 -0.013960 -0.068341  14.5904041419  -90.5201828770  1519.87076
GUAT 04FEB24 2004.1478 53059 1259 2  -90.5  -2174 -0.727606   1613669  0.154240  1519  0.873135  0.0000 0.000905 0.000742 0.003354  0.007358 -0.042552  0.003859  14.5904041276  -90.5201828660  1519.87314
GUAT 04FEB25 2004.1506 53060 1259 3  -90.5  -2174 -0.728172   1613669  0.154311  1519  0.878352  0.0000 0.000879 0.000733 0.003334 -0.006651 -0.012049  0.000413  14.5904041282  -90.5201828714  1519.87835
GUAT 04FEB26 2004.1533 53061 1259 4  -90.5  -2174 -0.728722   1613669  0.155396  1519  0.878597  0.0000 0.000944 0.000779 0.003591  0.002045  0.033319  0.000559  14.5904041380  -90.5201828767  1519.87860
GUAT 04FEB27 2004.1561 53062 1259 5  -90.5  -2174 -0.729698   1613669  0.154398  1519  0.872389  0.0000 0.000881 0.000732 0.003242 -0.021045  0.027613 -0.018097  14.5904041289  -90.5201828859  1519.87239
GUAT 04FEB28 2004.1588 53063 1259 6  -90.5  -2174 -0.727797   1613669  0.154216  1519  0.868341  0.0000 0.000903 0.000748 0.003399 -0.011673  0.006285 -0.009437  14.5904041272  -90.5201828684  1519.86834
GUAT 04FEB29 2004.1615 53064 1260 0  -90.5  -2174 -0.726784   1613669  0.156802  1519  0.875055  0.0000 0.000928 0.000768 0.003552 -0.019221 -0.038513 -0.022591  14.5904041505  -90.5201828592  1519.87505
GUAT 04MAR01 2004.1643 53065 1260 1  -90.5  -2174 -0.728188   1613669  0.153708  1519  0.879526  0.0000 0.000892 0.000750 0.003369  0.004208  0.000949 -0.056617  14.5904041225  -90.5201828723  1519.87953
GUAT 04MAR02 2004.1670 53066 1260 2  -90.5  -2174 -0.728893   1613669  0.154373  1519  0.876812  0.0000 0.000900 0.000756 0.003436 -0.016761 -0.066808 -0.012062  14.5904041285  -90.5201828791  1519.87681
GUAT 04MAR03 2004.1697 53067 1260 3  -90.5  -2174 -0.731354   1613669  0.153504  1519  0.873588  0.0000 0.000909 0.000789 0.003527  0.009234 -0.068313  0.028477  14.5904041206  -90.5201829020  1519.87359
GUAT 04MAR04 2004.1725 53068 1260 4  -90.5  -2174 -0.730877   1613669  0.153631  1519  0.873284  0.0000 0.000944 0.000796 0.003604 -0.013337  0.002414 -0.024209  14.5904041217  -90.5201828978  1519.87328
GUAT 04MAR05 2004.1752 53069 1260 5  -90.5  -2174 -0.730956   1613669  0.155239  1519  0.877752  0.0000 0.000906 0.000776 0.003508  0.031766 -0.086661 -0.027142  14.5904041362  -90.5201828987  1519.87775
GUAT 04MAR06 2004.1780 53070 1260 6  -90.5  -2174 -0.731901   1613669  0.156124  1519  0.883585  0.0000 0.000896 0.000756 0.003410 -0.009428 -0.074185 -0.014975  14.5904041442  -90.5201829076  1519.88358
GUAT 04MAR07 2004.1807 53071 1261 0  -90.5  -2174 -0.733265   1613669  0.153194  1519  0.877870  0.0000 0.000898 0.000760 0.003398 -0.048132 -0.032090 -0.022860  14.5904041176  -90.5201829204  1519.87787
GUAT 04MAR08 2004.1834 53072 1261 1  -90.5  -2174 -0.732205   1613669  0.146063  1519  0.863322  0.0000 0.000911 0.000763 0.003459  0.036569 -0.055603 -0.034078  14.5904040531  -90.5201829107  1519.86332
GUAT 04MAR09 2004.1862 53073 1261 2  -90.5  -2174 -0.730352   1613669  0.150315  1519  0.872060  0.0000 0.000917 0.000767 0.003563 -0.006480 -0.072412 -0.063710  14.5904040915  -90.5201828937  1519.87206
GUAT 04MAR10 2004.1889 53074 1261 3  -90.5  -2174 -0.730146   1613669  0.153018  1519  0.874997  0.0000 0.000898 0.000744 0.003413  0.021111 -0.047084  0.017418  14.5904041159  -90.5201828920  1519.87500
GUAT 04MAR11 2004.1916 53075 1261 4  -90.5  -2174 -0.728670   1613669  0.154034  1519  0.878166  0.0000 0.000935 0.000783 0.003471 -0.029170  0.024372  0.003128  14.5904041251  -90.5201828784  1519.87817
GUAT 04MAR12 2004.1944 53076 1261 5  -90.5  -2174 -0.726200   1613669  0.157673  1519  0.872700  0.0000 0.000886 0.000742 0.003353  0.012619 -0.065504 -0.010109  14.5904041579  -90.5201828557  1519.87270
GUAT 04MAR13 2004.1971 53077 1261 6  -90.5  -2174 -0.728582   1613669  0.154653  1519  0.860485  0.0000 0.000882 0.000753 0.003353 -0.022707  0.023493 -0.018924  14.5904041306  -90.5201828779  1519.86048
GUAT 04MAR14 2004.1999 53078 1262 0  -90.5  -2174 -0.726701   1613669  0.157913  1519  0.864734  0.0000 0.000876 0.000734 0.003310  0.006016 -0.041250 -0.025806  14.5904041600  -90.5201828606  1519.86473
GUAT 04MAR15 2004.2026 53079 1262 1  -90.5  -2174 -0.728664   1613669  0.157181  1519  0.868476  0.0000 0.000912 0.000767 0.003511 -0.000459 -0.048382 -0.024916  14.5904041533  -90.5201828790  1519.86848
GUAT 04MAR16 2004.2053 53080 1262 2  -90.5  -2174 -0.730685   1613669  0.153352  1519  0.869209  0.0000 0.000925 0.000762 0.003557  0.020116 -0.068701 -0.039876  14.5904041187  -90.5201828979  1519.86921
GUAT 04MAR17 2004.2081 53081 1262 3  -90.5  -2174 -0.729787   1613669  0.155173  1519  0.866671  0.0000 0.000975 0.000793 0.003672  0.026539 -0.077415 -0.009010  14.5904041351  -90.5201828898  1519.86667
GUAT 04MAR18 2004.2108 53082 1262 4  -90.5  -2174 -0.731653   1613669  0.157264  1519  0.871616  0.0000 0.000922 0.000779 0.003501  0.027885 -0.087711 -0.015703  14.5904041540  -90.5201829072  1519.87162
GUAT 04MAR19 2004.2136 53083 1262 5  -90.5  -2174 -0.728954   1613669  0.156574  1519  0.876621  0.0000 0.000909 0.000756 0.003418 -0.005342 -0.068689 -0.049451  14.5904041477  -90.5201828824  1519.87662
GUAT 04MAR20 2004.2163 53084 1262 6  -90.5  -2174 -0.729931   1613669  0.156602  1519  0.872849  0.0000 0.000907 0.000780 0.003473  0.035360 -0.055524 -0.023040  14.5904041479  -90.5201828916  1519.87285
GUAT 04MAR21 2004.2190 53085 1263 0  -90.5  -2174 -0.729588   1613669  0.156241  1519  0.872989  0.0000 0.000920 0.000770 0.003499 -0.003838 -0.069030 -0.045218  14.5904041446  -90.5201828886  1519.87299
GUAT 04MAR22 2004.2218 53086 1263 1  -90.5  -2174 -0.730903   1613669  0.155181  1519  0.869449  0.0000 0.000908 0.000772 0.003443 -0.015272 -0.012591 -0.036069  14.5904041350  -90.5201829009  1519.86945
GUAT 04MAR23 2004.2245 53087 1263 2  -90.5  -2174 -0.727733   1613669  0.155423  1519  0.870538  0.0000 0.000925 0.000774 0.003462 -0.008496 -0.065698 -0.015196  14.5904041371  -90.5201828717  1519.87054
GUAT 04MAR24 2004.2272 53088 1263 3  -90.5  -2174 -0.725231   1613669  0.154778  1519  0.867990  0.0000 0.000913 0.000781 0.003488  0.000322 -0.070129 -0.041835  14.5904041312  -90.5201828486  1519.86799
GUAT 04MAR25 2004.2300 53089 1263 4  -90.5  -2174 -0.729160   1613669  0.155295  1519  0.876084  0.0000 0.000941 0.000781 0.003513  0.016977 -0.053443 -0.027275  14.5904041359  -90.5201828852  1519.87608
GUAT 04MAR26 2004.2327 53090 1263 5  -90.5  -2174 -0.728134   1613669  0.156549  1519  0.876127  0.0000 0.000921 0.000778 0.003478  0.006720 -0.066033 -0.033522  14.5904041471  -90.5201828759  1519.87613
GUAT 04MAR27 2004.2355 53091 1263 6  -90.5  -2174 -0.727725   1613669  0.155084  1519  0.882051  0.0000 0.000948 0.000780 0.003563 -0.011319 -0.065819 -0.010084  14.5904041339  -90.5201828722  1519.88205
GUAT 04MAR28 2004.2382 53092 1264 0  -90.5  -2174 -0.727949   1613669  0.156356  1519  0.876152  0.0000 0.000918 0.000775 0.003510  0.014633 -0.063857 -0.069692  14.5904041453  -90.5201828745  1519.87615
GUAT 04MAR29 2004.2409 53093 1264 1  -90.5  -2174 -0.726941   1613669  0.157813  1519  0.876958  0.0000 0.000935 0.000805 0.003623 -0.017787 -0.044359  0.007305  14.5904041584  -90.5201828653  1519.87696
GUAT 04MAR30 2004.2437 53094 1264 2  -90.5  -2174 -0.729079   1613669  0.157324  1519  0.874294  0.0000 0.000930 0.000780 0.003468  0.020677  0.004098  0.040049  14.5904041540  -90.5201828853  1519.87429
GUAT 04MAR31 2004.2464 53095 1264 3  -90.5  -2174 -0.726420   1613669  0.154214  1519  0.869732  0.0000 0.000909 0.000746 0.003393  0.005030 -0.095949 -0.001315  14.5904041258  -90.5201828608  1519.86973
GUAT 04APR01 2004.2491 53096 1264 4  -90.5  -2174 -0.727341   1613669  0.154160  1519  0.872900  0.0000 0.000940 0.000764 0.003553  0.030942 -0.053630 -0.055337  14.5904041253  -90.5201828695  1519.87290
GUAT 04APR02 2004.2519 53097 1264 5  -90.5  -2174 -0.728356   1613669  0.153588  1519  0.877649  0.0000 0.000919 0.000770 0.003480  0.026501 -0.036463  0.013492  14.5904041201  -90.5201828791  1519.87765
GUAT 04APR03 2004.2546 53098 1264 6  -90.5  -2174 -0.730123   1613669  0.154646  1519  0.873673  0.0000 0.000968 0.000805 0.003712  0.000649 -0.032716  0.026662  14.5904041296  -90.5201828956  1519.87367
GUAT 04APR04 2004.2574 53099 1265 0  -90.5  -2174 -0.728458   1613669  0.154893  1519  0.868305  0.0000 0.000959 0.000769 0.003693  0.028508 -0.073790 -0.086877  14.5904041318  -90.5201828803  1519.86830
GUAT 04APR05 2004.2601 53100 1265 1  -90.5  -2174 -0.726227   1613669  0.156878  1519  0.872623  0.0000 0.000942 0.000759 0.003522 -0.008421 -0.064428 -0.027413  14.5904041497  -90.5201828598  1519.87262
GUAT 04APR06 2004.2628 53101 1265 2  -90.5  -2174 -0.729119   1613669  0.156919  1519  0.872856  0.0000 0.000953 0.000775 0.003545  0.011717 -0.058045 -0.007343  14.5904041500  -90.5201828868  1519.87286
GUAT 04APR07 2004.2656 53102 1265 3  -90.5  -2174 -0.728384   1613669  0.157447  1519  0.879553  0.0000 0.000958 0.000761 0.003627 -0.019268 -0.070800 -0.008332  14.5904041548  -90.5201828801  1519.87955
GUAT 04APR08 2004.2683 53103 1265 4  -90.5  -2174 -0.729963   1613669  0.154975  1519  0.867335  0.0000 0.000931 0.000753 0.003560 -0.020323  0.015000 -0.069041  14.5904041324  -90.5201828949  1519.86734
GUAT 04APR09 2004.2710 53104 1265 5  -90.5  -2174 -0.735770   1613669  0.153198  1519  0.878337  0.0000 0.000980 0.000774 0.003716  0.022703 -0.016948 -0.043456  14.5904041163  -90.5201829490  1519.87834
GUAT 04APR10 2004.2738 53105 1265 6  -90.5  -2174 -0.727173   1613669  0.156143  1519  0.880822  0.0000 0.000950 0.000760 0.003561  0.029295 -0.063650 -0.042933  14.5904041428  -90.5201828694  1519.88082
GUAT 04APR11 2004.2765 53106 1266 0  -90.5  -2174 -0.724948   1613669  0.156661  1519  0.880243  0.0000 0.000928 0.000749 0.003487  0.022240 -0.056374 -0.032940  14.5904041475  -90.5201828489  1519.88024
GUAT 04APR12 2004.2793 53107 1266 1  -90.5  -2174 -0.725199   1613669  0.157775  1519  0.873282  0.0000 0.000931 0.000765 0.003587 -0.003499 -0.051110  0.008156  14.5904041575  -90.5201828514  1519.87328
GUAT 04APR13 2004.2820 53108 1266 2  -90.5  -2174 -0.730023   1613669  0.152497  1519  0.868367  0.0000 0.000952 0.000783 0.003680 -0.006185 -0.040170 -0.062076  14.5904041098  -90.5201828963  1519.86837
GUAT 04APR14 2004.2847 53109 1266 3  -90.5  -2174 -0.725043   1613669  0.154213  1519  0.873875  0.0000 0.000901 0.000756 0.003464  0.003611 -0.021860 -0.040435  14.5904041252  -90.5201828502  1519.87388
GUAT 04APR15 2004.2875 53110 1266 4  -90.5  -2174 -0.727258   1613669  0.156518  1519  0.878237  0.0000 0.000915 0.000744 0.003438 -0.006138 -0.016233 -0.000698  14.5904041460  -90.5201828710  1519.87824
GUAT 04APR16 2004.2902 53111 1266 5  -90.5  -2174 -0.725054   1613669  0.156054  1519  0.872192  0.0000 0.000914 0.000741 0.003397  0.026787 -0.005735 -0.009531  14.5904041418  -90.5201828507  1519.87219
GUAT 04APR17 2004.2930 53112 1266 6  -90.5  -2174 -0.726154   1613669  0.154811  1519  0.875273  0.0000 0.000916 0.000741 0.003409  0.008123 -0.005369  0.013036  14.5904041305  -90.5201828610  1519.87527
GUAT 04APR18 2004.2957 53113 1267 0  -90.5  -2174 -0.727496   1613669  0.152820  1519  0.876410  0.0000 0.000935 0.000784 0.003516 -0.025213  0.012788  0.044175  14.5904041125  -90.5201828736  1519.87641
GUAT 04APR19 2004.2984 53114 1267 1  -90.5  -2174 -0.727230   1613669  0.156411  1519  0.873586  0.0000 0.000900 0.000749 0.003367 -0.007219  0.004595  0.011513  14.5904041449  -90.5201828713  1519.87359
GUAT 04APR20 2004.3012 53115 1267 2  -90.5  -2174 -0.727189   1613669  0.155359  1519  0.875909  0.0000 0.000948 0.000786 0.003625 -0.010041 -0.002978  0.015398  14.5904041353  -90.5201828711  1519.87591
